date,min_temp,max_temp,latitude,longitude,station
2021-04-15,-3.7,10.8,60.9992,24.49163,Hämeenlinna Katinen
2021-04-16,-1.9,12.7,60.9992,24.49163,Hämeenlinna Katinen
2021-04-17,2.2,15.5,60.9992,24.49163,Hämeenlinna Katinen
2021-04-18,0.5,15.9,60.9992,24.49163,Hämeenlinna Katinen
2021-04-19,-0.4,14.5,60.9992,24.49163,Hämeenlinna Katinen
2021-04-20,-1.5,13.3,60.9992,24.49163,Hämeenlinna Katinen
2021-04-21,-0.2,13.7,60.9992,24.49163,Hämeenlinna Katinen
2021-04-22,0.6,11.0,60.9992,24.49163,Hämeenlinna Katinen
2021-04-23,1.1,4.8,60.9992,24.49163,Hämeenlinna Katinen
2021-04-24,0.3,3.7,60.9992,24.49163,Hämeenlinna Katinen
2021-04-25,0.6,4.1,60.9992,24.49163,Hämeenlinna Katinen
2021-04-26,1.1,4.3,60.9992,24.49163,Hämeenlinna Katinen
2021-04-27,0.3,4.7,60.9992,24.49163,Hämeenlinna Katinen
2021-04-28,-1.6,6.1,60.9992,24.49163,Hämeenlinna Katinen
2021-04-29,-2.3,7.4,60.9992,24.49163,Hämeenlinna Katinen
2021-04-30,-3.0,9.3,60.9992,24.49163,Hämeenlinna Katinen
2021-04-11,-1.1,9.9,61.11454,24.32449,Hattula Lepaa
2021-04-12,2.4,14.4,61.11454,24.32449,Hattula Lepaa
2021-04-13,0.2,8.9,61.11454,24.32449,Hattula Lepaa
2021-04-14,-2.7,6.6,61.11454,24.32449,Hattula Lepaa
2021-04-15,-4.1,10.8,61.11454,24.32449,Hattula Lepaa
2021-04-16,-2.2,12.6,61.11454,24.32449,Hattula Lepaa
2021-04-17,0.0,15.6,61.11454,24.32449,Hattula Lepaa
2021-04-18,-1.6,16.5,61.11454,24.32449,Hattula Lepaa
2021-04-19,-1.4,15.1,61.11454,24.32449,Hattula Lepaa
2021-04-20,-2.3,13.4,61.11454,24.32449,Hattula Lepaa
2021-04-21,-1.1,12.8,61.11454,24.32449,Hattula Lepaa
2021-04-22,1.1,10.8,61.11454,24.32449,Hattula Lepaa
2021-04-23,0.6,4.6,61.11454,24.32449,Hattula Lepaa
2021-04-24,0.2,4.3,61.11454,24.32449,Hattula Lepaa
2021-04-25,0.8,4.2,61.11454,24.32449,Hattula Lepaa
2021-04-26,1.2,4.5,61.11454,24.32449,Hattula Lepaa
2021-04-27,0.2,4.7,61.11454,24.32449,Hattula Lepaa
2021-04-28,-1.4,6.8,61.11454,24.32449,Hattula Lepaa
2021-04-29,-3.6,7.1,61.11454,24.32449,Hattula Lepaa
2021-04-30,-3.5,9.0,61.11454,24.32449,Hattula Lepaa
2021-04-11,-0.4,9.8,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-12,2.3,14.3,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-13,0.9,8.4,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-14,-3.2,6.6,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-15,-3.8,10.3,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-16,-3.6,12.4,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-17,-1.6,15.0,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-18,-2.2,15.8,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-19,-2.3,13.8,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-20,-3.7,13.2,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-21,-2.9,12.6,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-22,0.4,10.5,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-23,-0.1,4.5,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-24,0.3,4.7,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-25,0.5,3.7,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-26,0.5,3.2,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-27,-1.5,3.9,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-28,-2.7,5.5,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-29,-2.7,7.3,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-30,-4.7,7.6,61.05408,25.03844,Hämeenlinna Lammi Pappila
2021-04-11,-0.3,7.7,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-12,2.9,9.8,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-13,2.0,8.7,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-14,-2.1,4.4,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-15,-2.4,4.0,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-16,-1.8,10.9,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-17,1.0,12.3,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-18,-0.3,10.0,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-19,-0.9,11.3,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-20,-1.0,10.7,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-21,-1.0,10.5,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-22,1.5,9.7,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-23,0.3,4.1,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-24,0.4,4.0,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-25,1.6,3.1,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-26,1.0,3.2,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-27,0.7,3.3,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-28,-0.5,4.9,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-29,-1.4,5.7,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-30,-1.8,6.9,61.26521,25.52021,Asikkala Pulkkilanharju
2021-04-11,0.0,9.8,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-12,2.4,14.8,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-13,3.1,7.7,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-14,-0.5,7.5,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-15,-2.4,10.1,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-16,-0.2,12.7,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-17,3.0,14.7,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-18,2.7,15.3,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-19,2.8,13.1,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-20,1.1,12.9,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-21,2.5,12.8,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-22,0.0,11.2,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-23,1.1,6.9,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-24,0.0,5.5,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-25,1.0,4.3,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-26,2.1,4.0,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-27,0.5,3.3,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-28,-1.0,5.7,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-29,-2.1,7.6,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-30,-2.2,8.9,60.89839,26.94882,Kouvola Utti lentoasema
2021-04-11,1.0,10.1,60.6965,26.81106,Kouvola Anjala
2021-04-12,3.7,14.7,60.6965,26.81106,Kouvola Anjala
2021-04-13,3.4,7.4,60.6965,26.81106,Kouvola Anjala
2021-04-14,-0.8,8.9,60.6965,26.81106,Kouvola Anjala
2021-04-15,-2.0,11.4,60.6965,26.81106,Kouvola Anjala
2021-04-16,-1.4,13.2,60.6965,26.81106,Kouvola Anjala
2021-04-17,-0.4,16.3,60.6965,26.81106,Kouvola Anjala
2021-04-18,0.3,16.5,60.6965,26.81106,Kouvola Anjala
2021-04-19,-0.7,14.9,60.6965,26.81106,Kouvola Anjala
2021-04-20,0.3,13.9,60.6965,26.81106,Kouvola Anjala
2021-04-21,1.6,12.7,60.6965,26.81106,Kouvola Anjala
2021-04-22,0.8,10.9,60.6965,26.81106,Kouvola Anjala
2021-04-23,2.1,6.5,60.6965,26.81106,Kouvola Anjala
2021-04-24,-0.6,5.0,60.6965,26.81106,Kouvola Anjala
2021-04-25,1.4,5.2,60.6965,26.81106,Kouvola Anjala
2021-04-26,2.5,5.2,60.6965,26.81106,Kouvola Anjala
2021-04-27,0.6,4.5,60.6965,26.81106,Kouvola Anjala
2021-04-28,-0.9,6.1,60.6965,26.81106,Kouvola Anjala
2021-04-29,-1.9,8.2,60.6965,26.81106,Kouvola Anjala
2021-04-30,-4.1,9.5,60.6965,26.81106,Kouvola Anjala
2021-04-11,0.1,10.3,61.20008,26.04967,Heinola Asemantaus
2021-04-12,3.2,14.9,61.20008,26.04967,Heinola Asemantaus
2021-04-13,2.6,9.3,61.20008,26.04967,Heinola Asemantaus
2021-04-14,-3.2,7.0,61.20008,26.04967,Heinola Asemantaus
2021-04-15,-4.4,10.8,61.20008,26.04967,Heinola Asemantaus
2021-04-16,-2.9,12.9,61.20008,26.04967,Heinola Asemantaus
2021-04-17,0.7,14.8,61.20008,26.04967,Heinola Asemantaus
2021-04-18,-1.9,16.2,61.20008,26.04967,Heinola Asemantaus
2021-04-19,-1.9,14.3,61.20008,26.04967,Heinola Asemantaus
2021-04-20,-2.3,13.5,61.20008,26.04967,Heinola Asemantaus
2021-04-21,-2.2,12.5,61.20008,26.04967,Heinola Asemantaus
2021-04-22,-0.1,12.2,61.20008,26.04967,Heinola Asemantaus
2021-04-23,-0.5,6.8,61.20008,26.04967,Heinola Asemantaus
2021-04-24,-0.1,5.4,61.20008,26.04967,Heinola Asemantaus
2021-04-25,1.4,3.6,61.20008,26.04967,Heinola Asemantaus
2021-04-26,0.7,3.4,61.20008,26.04967,Heinola Asemantaus
2021-04-27,0.3,4.0,61.20008,26.04967,Heinola Asemantaus
2021-04-28,-2.6,6.1,61.20008,26.04967,Heinola Asemantaus
2021-04-29,-2.6,7.3,61.20008,26.04967,Heinola Asemantaus
2021-04-30,-3.8,8.0,61.20008,26.04967,Heinola Asemantaus
2021-04-11,-0.2,10.1,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-12,2.7,14.7,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-13,3.0,7.6,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-14,-2.5,8.1,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-15,-3.5,10.6,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-16,0.0,12.5,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-17,2.2,15.3,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-18,2.3,15.5,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-19,3.0,14.3,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-20,1.1,13.4,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-21,2.4,12.3,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-22,-0.4,11.2,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-23,0.8,6.9,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-24,-0.2,5.4,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-25,1.0,4.4,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-26,2.1,4.2,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-27,0.3,4.0,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-28,-1.5,5.9,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-29,-2.1,7.7,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-30,-3.0,10.4,60.89077,26.92915,Kouvola Utti Lentoportintie
2021-04-11,-0.2,7.1,60.5272,27.67274,Virolahti Koivuniemi
2021-04-12,1.5,13.2,60.5272,27.67274,Virolahti Koivuniemi
2021-04-13,2.0,9.6,60.5272,27.67274,Virolahti Koivuniemi
2021-04-14,-1.8,9.9,60.5272,27.67274,Virolahti Koivuniemi
2021-04-15,-3.2,10.1,60.5272,27.67274,Virolahti Koivuniemi
2021-04-16,0.5,12.9,60.5272,27.67274,Virolahti Koivuniemi
2021-04-17,1.0,15.7,60.5272,27.67274,Virolahti Koivuniemi
2021-04-18,-0.6,15.7,60.5272,27.67274,Virolahti Koivuniemi
2021-04-19,0.2,14.1,60.5272,27.67274,Virolahti Koivuniemi
2021-04-20,-2.3,11.8,60.5272,27.67274,Virolahti Koivuniemi
2021-04-21,0.6,9.7,60.5272,27.67274,Virolahti Koivuniemi
2021-04-22,-1.1,10.7,60.5272,27.67274,Virolahti Koivuniemi
2021-04-23,-1.3,6.4,60.5272,27.67274,Virolahti Koivuniemi
2021-04-24,0.0,5.7,60.5272,27.67274,Virolahti Koivuniemi
2021-04-25,0.5,5.6,60.5272,27.67274,Virolahti Koivuniemi
2021-04-26,2.5,6.1,60.5272,27.67274,Virolahti Koivuniemi
2021-04-27,0.2,4.7,60.5272,27.67274,Virolahti Koivuniemi
2021-04-28,-1.5,4.4,60.5272,27.67274,Virolahti Koivuniemi
2021-04-29,-3.8,6.6,60.5272,27.67274,Virolahti Koivuniemi
2021-04-30,-5.4,9.1,60.5272,27.67274,Virolahti Koivuniemi
2021-04-11,-0.5,9.6,61.0403,28.12916,Lappeenranta lentoasema
2021-04-12,2.6,16.1,61.0403,28.12916,Lappeenranta lentoasema
2021-04-13,2.7,8.4,61.0403,28.12916,Lappeenranta lentoasema
2021-04-14,-1.6,7.5,61.0403,28.12916,Lappeenranta lentoasema
2021-04-15,-2.5,9.2,61.0403,28.12916,Lappeenranta lentoasema
2021-04-16,-2.0,12.0,61.0403,28.12916,Lappeenranta lentoasema
2021-04-17,0.2,13.5,61.0403,28.12916,Lappeenranta lentoasema
2021-04-18,0.1,14.9,61.0403,28.12916,Lappeenranta lentoasema
2021-04-19,0.3,12.1,61.0403,28.12916,Lappeenranta lentoasema
2021-04-20,0.3,12.4,61.0403,28.12916,Lappeenranta lentoasema
2021-04-21,1.6,10.6,61.0403,28.12916,Lappeenranta lentoasema
2021-04-22,1.3,11.8,61.0403,28.12916,Lappeenranta lentoasema
2021-04-23,1.6,7.9,61.0403,28.12916,Lappeenranta lentoasema
2021-04-24,1.4,5.5,61.0403,28.12916,Lappeenranta lentoasema
2021-04-25,1.5,3.4,61.0403,28.12916,Lappeenranta lentoasema
2021-04-26,2.4,4.0,61.0403,28.12916,Lappeenranta lentoasema
2021-04-27,0.8,4.5,61.0403,28.12916,Lappeenranta lentoasema
2021-04-28,-1.6,4.6,61.0403,28.12916,Lappeenranta lentoasema
2021-04-29,-3.3,6.8,61.0403,28.12916,Lappeenranta lentoasema
2021-04-30,-3.3,8.4,61.0403,28.12916,Lappeenranta lentoasema
2021-04-11,0.2,9.4,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-12,2.2,16.6,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-13,2.6,10.3,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-14,-2.2,8.2,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-15,-3.7,9.4,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-16,-3.9,11.7,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-17,-1.9,13.8,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-18,-3.5,14.7,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-19,-2.7,11.6,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-20,-2.6,11.3,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-21,1.7,9.0,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-22,1.5,11.4,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-23,1.5,8.6,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-24,-0.5,6.2,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-25,-1.7,3.9,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-26,3.1,5.0,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-27,-0.8,5.1,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-28,-2.7,5.0,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-29,-4.0,6.2,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-30,-5.0,8.3,61.03879,28.56395,Lappeenranta Konnunsuo
2021-04-11,-0.1,9.9,61.05754,28.20873,Lappeenranta Lepola
2021-04-12,2.0,16.2,61.05754,28.20873,Lappeenranta Lepola
2021-04-13,3.2,8.6,61.05754,28.20873,Lappeenranta Lepola
2021-04-14,0.4,7.1,61.05754,28.20873,Lappeenranta Lepola
2021-04-15,-1.2,8.6,61.05754,28.20873,Lappeenranta Lepola
2021-04-16,0.1,11.8,61.05754,28.20873,Lappeenranta Lepola
2021-04-17,2.7,13.6,61.05754,28.20873,Lappeenranta Lepola
2021-04-18,0.8,14.3,61.05754,28.20873,Lappeenranta Lepola
2021-04-19,2.9,11.7,61.05754,28.20873,Lappeenranta Lepola
2021-04-20,2.3,12.2,61.05754,28.20873,Lappeenranta Lepola
2021-04-21,1.7,10.1,61.05754,28.20873,Lappeenranta Lepola
2021-04-22,1.7,11.7,61.05754,28.20873,Lappeenranta Lepola
2021-04-23,2.0,8.2,61.05754,28.20873,Lappeenranta Lepola
2021-04-24,1.7,5.8,61.05754,28.20873,Lappeenranta Lepola
2021-04-25,1.7,3.6,61.05754,28.20873,Lappeenranta Lepola
2021-04-26,2.5,4.1,61.05754,28.20873,Lappeenranta Lepola
2021-04-27,0.9,4.4,61.05754,28.20873,Lappeenranta Lepola
2021-04-28,-1.4,4.6,61.05754,28.20873,Lappeenranta Lepola
2021-04-29,-2.0,6.3,61.05754,28.20873,Lappeenranta Lepola
2021-04-30,-2.2,7.6,61.05754,28.20873,Lappeenranta Lepola
2021-04-11,0.0,5.8,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-12,2.0,10.3,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-13,1.7,5.4,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-14,-1.2,3.6,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-15,-1.8,4.4,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-16,-1.6,8.1,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-17,0.2,9.4,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-18,0.4,10.7,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-19,0.0,7.8,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-20,0.1,7.7,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-21,0.6,5.3,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-22,0.8,7.1,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-23,1.7,5.9,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-24,1.6,3.1,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-25,1.3,2.6,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-26,2.3,3.8,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-27,1.2,3.4,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-28,0.5,3.9,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-29,0.7,3.9,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-30,1.0,6.0,61.1982,28.47308,Lappeenranta Hiekkapakka
2021-04-11,-1.8,9.4,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-12,-0.7,16.9,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-13,-0.2,11.5,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-14,-3.7,8.5,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-15,-5.0,9.2,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-16,-4.2,13.4,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-17,-3.4,14.5,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-18,-2.5,14.9,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-19,-2.7,11.6,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-20,-3.5,10.4,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-21,-2.6,8.3,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-22,0.5,11.5,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-23,-0.6,9.2,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-24,-0.3,5.6,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-25,1.2,3.7,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-26,2.7,5.4,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-27,-2.4,4.4,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-28,-4.3,4.7,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-29,-5.3,5.8,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-30,-5.8,7.4,61.44467,29.46108,Parikkala Koitsanlahti
2021-04-11,0.9,6.3,62.33382,21.19081,Kaskinen Sälgrund
2021-04-12,0.6,9.0,62.33382,21.19081,Kaskinen Sälgrund
2021-04-13,1.4,4.3,62.33382,21.19081,Kaskinen Sälgrund
2021-04-14,0.7,3.9,62.33382,21.19081,Kaskinen Sälgrund
2021-04-15,-0.4,4.9,62.33382,21.19081,Kaskinen Sälgrund
2021-04-16,0.7,13.7,62.33382,21.19081,Kaskinen Sälgrund
2021-04-17,2.3,16.0,62.33382,21.19081,Kaskinen Sälgrund
2021-04-18,3.7,12.8,62.33382,21.19081,Kaskinen Sälgrund
2021-04-19,3.2,9.8,62.33382,21.19081,Kaskinen Sälgrund
2021-04-20,2.9,9.2,62.33382,21.19081,Kaskinen Sälgrund
2021-04-21,3.7,10.2,62.33382,21.19081,Kaskinen Sälgrund
2021-04-22,1.0,8.3,62.33382,21.19081,Kaskinen Sälgrund
2021-04-23,0.5,1.1,62.33382,21.19081,Kaskinen Sälgrund
2021-04-24,0.0,2.1,62.33382,21.19081,Kaskinen Sälgrund
2021-04-25,-0.1,2.9,62.33382,21.19081,Kaskinen Sälgrund
2021-04-26,-0.6,5.4,62.33382,21.19081,Kaskinen Sälgrund
2021-04-27,-0.4,6.0,62.33382,21.19081,Kaskinen Sälgrund
2021-04-28,-0.8,4.2,62.33382,21.19081,Kaskinen Sälgrund
2021-04-29,-1.3,6.3,62.33382,21.19081,Kaskinen Sälgrund
2021-04-30,2.3,5.7,62.33382,21.19081,Kaskinen Sälgrund
2021-04-11,2.0,5.2,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-12,0.8,8.0,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-13,2.5,4.3,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-14,1.5,3.2,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-15,1.9,4.2,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-16,2.8,12.8,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-17,4.4,15.4,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-18,5.6,10.9,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-19,4.3,10.7,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-20,4.5,9.3,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-21,3.6,10.3,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-22,1.1,6.5,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-23,0.7,2.1,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-24,1.1,2.1,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-25,0.7,3.2,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-26,1.2,4.0,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-27,0.7,3.4,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-28,0.3,3.6,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-29,1.4,3.7,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-30,2.3,4.3,61.63042,21.3762,Pori Tahkoluoto satama
2021-04-11,1.7,3.4,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-12,0.7,9.2,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-13,1.7,2.6,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-14,0.9,2.4,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-15,1.8,3.2,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-16,2.0,12.7,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-17,3.7,13.3,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-18,3.7,11.2,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-19,5.6,8.0,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-20,4.2,8.3,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-21,3.8,8.6,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-22,1.1,5.5,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-23,-0.1,1.4,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-24,0.3,1.7,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-25,0.0,2.2,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-26,1.4,3.3,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-27,1.5,3.1,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-28,0.4,2.7,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-29,0.9,2.8,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-30,2.5,3.9,62.20324,21.16983,Kristiinankaupunki Majakka
2021-04-11,-2.9,7.9,62.18329,22.79983,Karvia Alkkia
2021-04-12,0.1,13.1,62.18329,22.79983,Karvia Alkkia
2021-04-13,0.3,7.8,62.18329,22.79983,Karvia Alkkia
2021-04-14,-3.8,6.1,62.18329,22.79983,Karvia Alkkia
2021-04-15,-5.1,10.2,62.18329,22.79983,Karvia Alkkia
2021-04-16,-2.8,12.8,62.18329,22.79983,Karvia Alkkia
2021-04-17,-1.8,14.9,62.18329,22.79983,Karvia Alkkia
2021-04-18,-3.2,16.1,62.18329,22.79983,Karvia Alkkia
2021-04-19,-2.2,16.2,62.18329,22.79983,Karvia Alkkia
2021-04-20,-3.1,13.6,62.18329,22.79983,Karvia Alkkia
2021-04-21,-3.2,12.9,62.18329,22.79983,Karvia Alkkia
2021-04-22,-0.1,11.9,62.18329,22.79983,Karvia Alkkia
2021-04-23,-0.5,2.0,62.18329,22.79983,Karvia Alkkia
2021-04-24,-0.6,1.4,62.18329,22.79983,Karvia Alkkia
2021-04-25,-0.9,1.9,62.18329,22.79983,Karvia Alkkia
2021-04-26,-1.6,2.9,62.18329,22.79983,Karvia Alkkia
2021-04-27,-3.3,4.2,62.18329,22.79983,Karvia Alkkia
2021-04-28,-5.7,4.4,62.18329,22.79983,Karvia Alkkia
2021-04-29,-5.6,6.1,62.18329,22.79983,Karvia Alkkia
2021-04-30,-4.3,6.3,62.18329,22.79983,Karvia Alkkia
2021-04-11,-1.5,7.0,62.41345,22.18372,Kauhajoki Kuja-Kokko
2021-04-12,0.5,12.1,62.41345,22.18372,Kauhajoki Kuja-Kokko
2021-04-13,-0.1,6.4,62.41345,22.18372,Kauhajoki Kuja-Kokko
